STATE ABBREVIATION,STATE,D,FEC ID#,CANDIDATE NAME (First),CANDIDATE NAME (Last),TOTAL VOTES,PARTY,PRIMARY VOTES,GENERAL VOTES 
MD,Maryland,4,H6MD04183,Donna F. ,Edwards,,D,53648,134628
MD,Maryland,4,H4MD04113,Warren,Christopher,,D,8021,
MD,Maryland,4,n/a,,,Party Votes:,D,61669,
MD,Maryland,4,H4MD04121,Nancy ,Hoyt,,R,5368,54217
MD,Maryland,4,H2MD04240,Greg,Holmes,,R,3469,
MD,Maryland,4,H4MD04071,George ,McDermott,,R,2740,
MD,Maryland,4,H4MD04139,John R. ,Graziani,,R,2695,
MD,Maryland,4,n/a,,,Party Votes:,R,14272,
MD,Maryland,4,H2MD05510 ,Arvin,Vohra,,LIB,*,2795
MD,Maryland,4,n/a,,Scattered,,W,,197
MD,Maryland,4,n/a,,,District Votes:,,75941,191837
MD,Maryland,5,H2MD05155,Steny H. ,Hoyer,,D,57240,144725
MD,Maryland,5,n/a,,,Party Votes:,D,57240,
MD,Maryland,5,H4MD05169,Chris,Chaffee,,R,8137,80752
MD,Maryland,5,H4MD05144,Mark Kenneth,Arness,,R,6050,
MD,Maryland,5,H4MD05151,Tom,Potter,,R,5374,
MD,Maryland,5,n/a,,,Party Votes:,R,19561,
MD,Maryland,5,n/a,,Scattered,,W,,336
MD,Maryland,5,H4MD05177,Dennis L.,Fritz,,W,,227
MD,Maryland,5,n/a,,,District Votes:,,76801,226040
MD,Maryland,6,H2MD06195,John K.,Delaney,,D,33289,94704
MD,Maryland,6,n/a,,,Party Votes:,D,33289,
MD,Maryland,6,H4MD06191,Dan ,Bongino,,R,23933,91930
MD,Maryland,6,H4MD06209,'Harold W., Jr',Painter,,R,4718,
MD,Maryland,6,n/a,,,Party Votes:,R,28651,
MD,Maryland,6,H2MD05510 ,George,Gluck,,GRE,*,3762
MD,Maryland,6,n/a,,Scattered,,W,,140
MD,Maryland,6,n/a,,,District Votes:,,61940,190536
MD,Maryland,,n/a,,,,,,
MD,Maryland,7,H6MD07160,Elijah,Cummings,,D,69790,144639
MD,Maryland,7,H4MD07082,Bryant,Alexander,,D,4786,
MD,Maryland,7,H0MD07098,'Fred Donald, Jr. ',Dickson,,D,2460,
MD,Maryland,7,n/a,,,Party Votes:,D,77036,
MD,Maryland,7,H4MD07074,Carrogan R. ,Vaughn,,R,6293,55860
MD,Maryland,7,H8MD07042,Ray,Bly,,R,5195,
MD,Maryland,7,n/a,,,Party Votes:,R,11488,
MD,Maryland,7,H2MD04299,Scott,Soffen,,LIB,*,6103
MD,Maryland,7,n/a,,Scattered,,W,,207
MD,Maryland,7,n/a,,,District Votes:,,88524,206809
MD,Maryland,,n/a,,,,,,
MD,Maryland,8,H2MD08126,Chris ,Van Hollen,,D,60556,136722
MD,Maryland,8,H6MD08333,George,English,,D,3834,
MD,Maryland,8,H6MD08366,Lih,Young,,D/W,1950,16
MD,Maryland,8,n/a,,,Party Votes:,D,66340,
MD,Maryland,8,H2MD06138,Dave,Wallace,,R,22648,87859
MD,Maryland,8,n/a,,,Party Votes:,R,22648,
MD,Maryland,8,H4MD08205,Andrew Jaye,Wildman,,W,,102
MD,Maryland,8,n/a,,Scattered,,W,,398
MD,Maryland,8,n/a,,,District Votes:,,88988,225097
MD,Maryland,H,n/a,,,Total State Votes:,,638618,1703037
,,,n/a,,,,,,
MA,Massachusetts,1,H8MA02041,Richard E.,Neal,,D,43225,167612
MA,Massachusetts,1,n/a,,All Others,,W(D),406,
MA,Massachusetts,1,n/a,,,Party Votes:,D,43631,
MA,Massachusetts,1,n/a,,,,W,,3498
MA,Massachusetts,1,n/a,,,District Votes:,,43631,171110
MA,Massachusetts,,n/a,,,,,,
MA,Massachusetts,2,H4MA03022,James P.,McGovern,,D,39852,169640
MA,Massachusetts,2,n/a,,All Others,,W(D),288,
MA,Massachusetts,2,n/a,,,Party Votes:,D,40140,
MA,Massachusetts,2,n/a,,,,W,,3105
MA,Massachusetts,2,n/a,,,District Votes:,,40140,172745
MA,Massachusetts,,n/a,,,,,,
MA,Massachusetts,3,H8MA05143,Nicola S.,Tsongas,,D,39152,139104
MA,Massachusetts,3,n/a,,,,W(D),402,
MA,Massachusetts,3,n/a,,,Party Votes:,D,39554,
MA,Massachusetts,3,H4MA03097,Roseann L. Ehrhard ,Wofford,,R,12731,81638
MA,Massachusetts,3,n/a,,All Others,,W(R),85,
MA,Massachusetts,3,n/a,,,Party Votes:,R,12816,
MA,Massachusetts,3,n/a,,,,W,,204
MA,Massachusetts,3,n/a,,,District Votes:,,52370,220946
MA,Massachusetts,,n/a,,,,,,
MA,Massachusetts,4,H2MA04073,'Joseph P., III',Kennedy,,D,44606,184158
MA,Massachusetts,4,n/a,,All Others,,W(D),357,
MA,Massachusetts,4,n/a,,,Party Votes:,D,44963,
MA,Massachusetts,4,n/a,,,,W,,3940
MA,Massachusetts,4,n/a,,,District Votes:,,44963,188098
MA,Massachusetts,,n/a,,,,,,
MA,Massachusetts,5,H4MA05084,Katherine M.,Clark,,D,57014,182100
MA,Massachusetts,5,H4MA05175,Sheldon,Schwartz,,D,13070,
MA,Massachusetts,5,n/a,,All Others,,W(D),140,
MA,Massachusetts,5,n/a,,,Party Votes:,D,70224,
MA,Massachusetts,5,n/a,,,,W,,3159
MA,Massachusetts,5,H4MA05167,William F.,Wilt,,W,,1
MA,Massachusetts,5,n/a,,,District Votes:,,70224,185260
MA,Massachusetts,,n/a,,,,,,
MA,Massachusetts,6,H4MA06090,Seth W.,Moulton,,D,36575,149638
MA,Massachusetts,6,H4MA06033,John F.,Tierney,,D,28915,
MA,Massachusetts,6,H4MA06108,Marisa A. ,DeFranco,,D,4293,
MA,Massachusetts,6,H4MA06116,John Patrick,Devine,,D,1527,
MA,Massachusetts,6,H6MA06087,John J.,Gutta,,D,691,
MA,Massachusetts,6,n/a,,All Others,,W(D),36,
MA,Massachusetts,6,n/a,,,Party Votes:,D,72037,
MA,Massachusetts,6,H2MA00014,Richard R.,Tisei,,R,18227,111989
MA,Massachusetts,6,n/a,,All Others,,W(R),143,
MA,Massachusetts,6,n/a,,,Party Votes:,R,18370,
MA,Massachusetts,6,H4MA06124 ,Christopher J. ,Stockwell,,IND,,10373
MA,Massachusetts,6,n/a,,,,W,,219
MA,Massachusetts,6,n/a,,,District Votes:,,90407,272219
MA,Massachusetts,,n/a,,,,,,
MA,Massachusetts,7,H8MA08071,Michael E.,Capuano,,D,45292,142133
MA,Massachusetts,7,n/a,,All Others,,W(D),578,
MA,Massachusetts,7,n/a,,,Party Votes:,D,45870,
MA,Massachusetts,7,n/a,,,,W,,2413
MA,Massachusetts,7,n/a,,,District Votes:,,45870,144546
MA,Massachusetts,,n/a,,,,,,
MA,Massachusetts,8,H2MA09072,Stephen F. ,Lynch,,D,51077,200644
MA,Massachusetts,8,n/a,,All Others,,W(D),499,
MA,Massachusetts,8,n/a,,,Party Votes:,D,51576,
MA,Massachusetts,8,n/a,,,,W,,2707
MA,Massachusetts,8,n/a,,,District Votes:,,51576,203351
MA,Massachusetts,,n/a,,,,,,
MA,Massachusetts,9,H0MA10082,William Richard ,Keating,,D,42716,140413
MA,Massachusetts,9,n/a,,All Others,,W(D),345,
MA,Massachusetts,9,n/a,,,Party Votes:,D,43061,
MA,Massachusetts,9,H4MA09078,John C.,Chapman,,R,9567,114971
MA,Massachusetts,9,H4MA09052,Mark C.,Alliegro,,R,9049,
MA,Massachusetts,9,H4MA09086,Daniel L.,Shores,,R,6973,
MA,Massachusetts,9,H4MA09060,'Vincent A., Jr.',Cogliano,,R,3917,
MA,Massachusetts,9,n/a,,All Others,,W(R),69,
MA,Massachusetts,9,n/a,,,Party Votes:,R,29575,
MA,Massachusetts,9,n/a,,,,W,,157
MA,Massachusetts,9,n/a,,,,,,
MA,Massachusetts,9,n/a,,,District Votes:,,72636,255541
MA,Massachusetts,H,n/a,,,Total State Votes:,,511817,1813816
MA,Massachusetts,,n/a,,,,,,
,,,n/a,,,,,,
MI,Michigan,1,H0MI01088,Dan,Benishek,,R,49540,130414
MI,Michigan,1,H4MI01122 ,Alan ,Arcand,,R,21497,
MI,Michigan,1,n/a,,,Party Votes:,R,71037,
MI,Michigan,1,H4MI01114,Jerry,Cannon,,D,31104,113263
MI,Michigan,1,n/a,,,Party Votes:,D,31104,
MI,Michigan,1,H4MI01148,Loel Robert,Gnadt,,LIB,*,3823
MI,Michigan,1,H0MI01187,Ellis,Boal,,GRE,*,2631
MI,Michigan,1,n/a,,,District Votes:,,102141,250131
MI,Michigan,,n/a,,,,,,
MI,Michigan,2,H0MI02094,Bill,Huizenga,,R,54416,135568
MI,Michigan,2,n/a,,,Party Votes:,R,54416,
MI,Michigan,2,H4MI02104 ,Dean,Vanderstelt,,D,19957,70851
MI,Michigan,2,n/a,,,Party Votes:,D,19957,
MI,Michigan,2,H4MI02112 ,'Ronald, II',Welch,,LIB,*,3877
MI,Michigan,2,H0MI02086,Ronald E.,Graeser,,UST,*,2776
MI,Michigan,2,n/a,,,District Votes:,,74373,213072
MI,Michigan,,n/a,,,,,,
MI,Michigan,3,H0MI03126,Justin,Amash,,R,39706,125754
MI,Michigan,3,H4MI03219 ,Brian,Ellis,,R,29422,
MI,Michigan,3,n/a,,,Party Votes:,R,69128,
MI,Michigan,3,H4MI03227 ,Bob,Goodrich,,D,20378,84720
MI,Michigan,3,n/a,,,Party Votes:,D,20378,
MI,Michigan,3,H4MI03235 ,Tonya,Duncan,,GRE,*,6691
MI,Michigan,3,n/a,,,District Votes:,,89506,217165
MI,Michigan,,n/a,,,,,,
MI,Michigan,4,H4MI04126,John,Moolenaar,,R,34399,123962
MI,Michigan,4,H4MI04118 ,Paul,Mitchell,,R,23844,
MI,Michigan,4,H4MI04100,Peter,Konetchy,,R,7408,
MI,Michigan,4,n/a,,,Party Votes:,R,65651,
MI,Michigan,4,H4MI04134,Jeff,Holmes,,D,23496,85777
MI,Michigan,4,n/a,,,Party Votes:,D,23496,
MI,Michigan,4,H4MI04142,George M.,Zimmer,,UST,*,4990
MI,Michigan,4,H4MI08093,Will Tyler,White,,LIB,*,4694
MI,Michigan,4,n/a,,,District Votes:,,89147,219423
MI,Michigan,,n/a,,,,,,
MI,Michigan,5,H2MI05119 ,Daniel T.,Kildee,,D,46065,148182
MI,Michigan,5,n/a,,,Party Votes:,D,46065,
MI,Michigan,5,H4MI05123 ,Allen,Hardwick,,R,13557,69222
MI,Michigan,5,H4MI05131,Tom,Whitmire,,R,12859,
MI,Michigan,5,n/a,,,Party Votes:,R,26416,
MI,Michigan,5,H4MI05156,Harold H.,Jones,,LIB,*,4734
MI,Michigan,5,n/a,,,District Votes:,,72481,222138
MI,Michigan,,n/a,,,,,,
MI,Michigan,6,H6MI04113,Fred,Upton,,R,37731,116801
MI,Michigan,6,H4MI06113 ,Jim,Bussler,,R,15283,
MI,Michigan,6,n/a,,,Party Votes:,R,53014,
MI,Michigan,6,H4MI06105,Paul,Clements,,D,19894,84391
MI,Michigan,6,n/a,,,Party Votes:,D,19894,
MI,Michigan,6,H4MI06139,John M. ,Lawrence,,GRE,*,2254
MI,Michigan,6,H4MI06121,Erwin J.,Hass,,LIB,*,5530
MI,Michigan,6,n/a,,,District Votes:,,72908,208976
MI,Michigan,,n/a,,,,,,
MI,Michigan,7,H4MI07103,Tim,Walberg,,R,38046,119564
MI,Michigan,7,H4MI07194,Douglas Radcliffe,North,,R,9934,
MI,Michigan,7,n/a,,,Party Votes:,R,47980,
MI,Michigan,7,H4MI07178,Pam,Byrnes,,D,25048,92083
MI,Michigan,7,n/a,,,Party Votes:,D,25048,
MI,Michigan,7,H2MI07073,Ken,Proctor,,LIB,*,4531
MI,Michigan,7,H4MI07186 ,David,Swartout,,NPA,,4369
MI,Michigan,7,H4MI07202,Rick,Strawcutter,,UST,*,3138
MI,Michigan,7,n/a,,,District Votes:,,73028,223685
MI,Michigan,,n/a,,,,,,
MI,Michigan,8,H4MI08135 ,Mike,Bishop,,R,35422,132739
MI,Michigan,8,H8MI09050,Tom,McMillin,,R,23358,
MI,Michigan,8,n/a,,,Party Votes:,R,58780,
MI,Michigan,8,H4MI05149,Eric,Schertzing,,D,13535,102269
MI,Michigan,8,H4MI08119,Susan,Grettenberger,,D,11921,
MI,Michigan,8,H4MI08143,Ken,Darga,,D,3103,
MI,Michigan,8,H4MI08150,Jeffrey ,Hank,,D,3054,
MI,Michigan,8,n/a,,,Party Votes:,D,31613,
MI,Michigan,8,H4MI08168,'James, II',Weeks,,LIB,*,4557
MI,Michigan,8,H4MI08176 ,Jim,Casha,,GRE,*,1880
MI,Michigan,8,H4MI08101,Jeremy,Burgess,,NLP,*,1680
MI,Michigan,8,n/a,,,District Votes:,,90393,243125
MI,Michigan,,n/a,,,,,,
MI,Michigan,9,H2MI17023 ,Sander,Levin,,D,40877,136342
MI,Michigan,9,n/a,,,Party Votes:,D,40877,
MI,Michigan,9,H4MI09075,George,Brikho,,R,30678,81470
MI,Michigan,9,n/a,,,Party Votes:,R,30678,
MI,Michigan,9,H4MI09083,Gregory,Creswell,,LIB,*,4792
MI,Michigan,9,H4MI09091,John V.,McDermott,,GRE,*,3153
MI,Michigan,9,n/a,,,District Votes:,,71555,225757
MI,Michigan,,n/a,,,,,,
MI,Michigan,10,H6MI12181,Candice S.,Miller,,R,55272,157069
MI,Michigan,10,n/a,,,Party Votes:,R,55272,
MI,Michigan,10,H2MI10101,Chuck,Stadler,,D,25820,67143
MI,Michigan,10,n/a,,,Party Votes:,D,25820,
MI,Michigan,10,H2MI05101,Harley,Mikkelson,,GRE,*,4480
MI,Michigan,10,n/a,,,,,,
MI,Michigan,10,n/a,,,District Votes:,,81092,228692
MI,Michigan,,n/a,,,,,,
MI,Michigan,11,H4MI11097,Dave,Trott,,R,42008,140435
MI,Michigan,11,H2MI11133,Kerry Lynn,Bentivolio,,R,21254,
MI,Michigan,11,n/a,,,Party Votes:,R,63262,
MI,Michigan,11,H4MI11105 ,Bobby,McKenzie,,D,13441,101681
MI,Michigan,11,H4MI11089 ,Anil,Kumar,,D,12479,
MI,Michigan,11,H6MI09146,Nancy ,Skinner,,D,10371,
MI,Michigan,11,H2MI11141,Bill,Roberts,,D,2906,
MI,Michigan,11,n/a,,,Party Votes:,D,39197,
MI,Michigan,11,H8MI11247,John J.,Tatar,,LIB,*,7711
MI,Michigan,11,H2MI11133,Kerry Lynn,Bentivolio,,W,,1411
MI,Michigan,11,n/a,,,District Votes:,,102459,251238
MI,Michigan,,n/a,,,,,,
MI,Michigan,12,H4MI12079 ,Debbie,Dingell,,D,45162,134346
MI,Michigan,12,H4MI12087 ,Raymond G.,Mullins,,D,12994,
MI,Michigan,12,n/a,,,Party Votes:,D,58156,
MI,Michigan,12,H4MI12061 ,Terry,Bowman,,R,18793,64716
MI,Michigan,12,n/a,,,Party Votes:,R,18793,
MI,Michigan,12,H8MI07039,Gary,Walkowicz,,NPA,,5039
MI,Michigan,12,H0MI08109,Bhagwan,Dashairya,,LIB,*,2559
MI,Michigan,12,n/a,,,District Votes:,,76949,206660
MI,Michigan,,n/a,,,,,,
MI,Michigan,13,H6MI01028,'John, Jr.',Conyers,,D,42005,132710
MI,Michigan,13,H4MI13192 ,Horace,Sheffield,,D,14850,
MI,Michigan,13,n/a,,,Party Votes:,D,56855,
MI,Michigan,13,H4MI13200,Jeff ,Gorman,,R,6696,27234
MI,Michigan,13,n/a,,,Party Votes:,R,6696,
MI,Michigan,13,H2MI13170,Chris,Sharer,,LIB,*,3537
MI,Michigan,13,H4MI13218 ,Sam,Johnson,,NPA,,3466
MI,Michigan,13,n/a,,,District Votes:,,63551,166947
MI,Michigan,,n/a,,,,,,
MI,Michigan,14,H2MI14111,Brenda,Lawrence,,D,26387,165272
MI,Michigan,14,H4MI14117 ,Rudy,Hobbs,,D,23996,
MI,Michigan,14,H0MI13398,Hansen,Clarke,,D,22866,
MI,Michigan,14,H4MI14174 ,Burgess D.,Foster,,D,831,
MI,Michigan,14,n/a,,,Party Votes:,D,74080,
MI,Michigan,14,H4MI13226,Christina L.,Barr,,R,#,41801
MI,Michigan,14,H4MI14182,Christina ,Conyers,,R,12611,#
MI,Michigan,14,n/a,,,Party Votes:,R,12611,
MI,Michigan,14,H8MI05108,Leonard,Schwartz,,LIB,*,3366
MI,Michigan,14,H4MI14190,Stephen,Boyle,,GRE,*,1999
MI,Michigan,14,H4MI14208,Calvin,Pruden,,W,,30
MI,Michigan,14,n/a,,,District Votes:,,86691,212468
MI,Michigan,,n/a,,,,,,
MI,Michigan,H,n/a,,,Total State Votes:,,1146274,3089477
MI,Michigan,,n/a,,,,,,
,,,n/a,,,,,,
MN,Minnesota,1,H6MN01174 ,Tim,Walz,,DFL,19983,122851
MN,Minnesota,1,n/a,,,Party Votes:,DFL,19983,
MN,Minnesota,1,H0MN01045,Jim,Hagedorn,,R,12748,103536
MN,Minnesota,1,H4MN01161 ,Aaron,Miller,,R,10870,
MN,Minnesota,1,n/a,,,Party Votes:,R,23618,
MN,Minnesota,1,n/a,,Scattered,,W,,308
MN,Minnesota,1,n/a,,,District Votes:,,43601,226695
MN,Minnesota,,n/a,,,,,,
MN,Minnesota,2,H8MN06047 ,John,Kline,,R,18236,137778
MN,Minnesota,2,n/a,,,Party Votes:,R,18236,
MN,Minnesota,2,H2MN02122 ,Mike,Obermueller,,DFL,12361,95565
MN,Minnesota,2,H4MN02144,Michael J.,Roberts,,DFL,2622,
MN,Minnesota,2,n/a,,,Party Votes:,DFL,14983,
MN,Minnesota,2,H4MN02136,Paula,Overby,,IDP,461,12319
MN,Minnesota,2,n/a,,,Party Votes:,IDP,461,
MN,Minnesota,2,n/a,,Scattered,,W,,186
MN,Minnesota,2,n/a,,,District Votes:,,33680,245848
MN,Minnesota,,n/a,,,,,,
MN,Minnesota,3,H8MN03077,Erik,Paulsen,,R,Unopposed,167515
MN,Minnesota,3,H2MN03062,Sharon,Sund,,DFL,Unopposed,101846
MN,Minnesota,3,n/a,,Scattered,,W,,224
MN,Minnesota,3,n/a,,,District Votes:,,,269585
MN,Minnesota,,n/a,,,,,,
MN,Minnesota,4,H0MN04049 ,Betty,McCollum,,DFL,Unopposed,147857
MN,Minnesota,4,H4MN04116 ,Sharna,Wahlgren,,R,Unopposed,79492
MN,Minnesota,4,H4MN04124,Dave,Thomas,,IDP,Unopposed,14059
MN,Minnesota,4,n/a,,Scattered,,W,,229
MN,Minnesota,4,n/a,,,District Votes:,,,241637
MN,Minnesota,,n/a,,,,,,
MN,Minnesota,5,H6MN05183,Keith,Ellison,,DFL,Unopposed,167079
MN,Minnesota,5,H4MN05071,Doug,Daggett,,R,Unopposed,56577
MN,Minnesota,5,H4MN05089,Lee,Bauer,,IDP,Unopposed,12001
MN,Minnesota,5,n/a,,Scattered,,W,,353
MN,Minnesota,5,n/a,,,District Votes:,,,236010
MN,Minnesota,,n/a,,,,,,
MN,Minnesota,6,H4MN06087 ,Tom,Emmer,,R,19557,133328
MN,Minnesota,6,H4MN06103,Rhonda,Sivarajah,,R,7125,
MN,Minnesota,6,n/a,,,Party Votes:,R,26682,
MN,Minnesota,6,H4MN06129 ,Joe,Perske,,DFL,10070,90926
MN,Minnesota,6,n/a,,,Party Votes:,DFL,10070,
MN,Minnesota,6,H4MN06137,John,Denney,,IDP,467,12457
MN,Minnesota,6,n/a,,,Party Votes:,IDP,467,
MN,Minnesota,6,n/a,,Scattered,,W,,135
MN,Minnesota,6,n/a,,,District Votes:,,37219,236846
MN,Minnesota,,n/a,,,,,,
MN,Minnesota,7,H2MN07014,Collin C.,Peterson,,DFL,Unopposed,130546
MN,Minnesota,7,H4MN07077 ,Torrey,Westrom,,R,Unopposed,109955
MN,Minnesota,7,n/a,,Scattered,,W,,334
MN,Minnesota,7,n/a,,,District Votes:,,,240835
MN,Minnesota,,n/a,,,,,,
MN,Minnesota,8,H2MN08111 ,Rick,Nolan,,DFL,Unopposed,129090
MN,Minnesota,8,H4MN08083 ,Stewart,Mills,,R,Unopposed,125358
MN,Minnesota,8,H4MN08091,Ray Skip,Sandman,,GRE,,11450
MN,Minnesota,8,n/a,,Scattered,,W,,185
MN,Minnesota,8,n/a,,,District Votes:,,,266083
MN,Minnesota,,n/a,,,,,,
MN,Minnesota,H,n/a,,,Total State Votes:,,114500,1963539
MN,Minnesota,,n/a,,,,,,
,,,n/a,,,,,,
MS,Mississippi,1,H0MS01043,Alan,Nunnelee,,R,56550,102622
MS,Mississippi,1,n/a,,,Party Votes:,R,56550,
MS,Mississippi,1,H4MS01110,Ron E. ,Dickey,,D,9741,43713
MS,Mississippi,1,H2MS01031,Rex N.,Weathers,,D,5022,
MS,Mississippi,1,n/a,,,Party Votes:,D,14763,
MS,Mississippi,1,H2MS01114,Danny,Bedwell,,LIB,Unopposed,3830
MS,Mississippi,1,H4MS01128,Lajena,Walley,,REF,Unopposed,946
MS,Mississippi,1,n/a,,,District Votes:,,71313,151111
MS,Mississippi,,n/a,,,,,,
MS,Mississippi,2,H4MS02068,Bennie G.,Thompson,,D,41618,100688
MS,Mississippi,2,H4MS02175,Damien,Fairconetue,,D,1860,
MS,Mississippi,2,n/a,,,Party Votes:,D,43478,
MS,Mississippi,2,H4MS02183,Troy,Ray,,IND,,36465
MS,Mississippi,2,H4MS02191,Shelley,Shoemake,,REF,Unopposed,11493
MS,Mississippi,2,n/a,,,District Votes:,,43478,148646
MS,Mississippi,,n/a,,,,,,
MS,Mississippi,3,H8MS03067,Gregg,Harper,,R,85674,117771
MS,Mississippi,3,H4MS02043,Hardy,Caraway,,R,7258,
MS,Mississippi,3,n/a,,,Party Votes:,R,92932,
MS,Mississippi,3,H4MS00013,Douglas MacArthur (Doug),Magee,,D,7738,47744
MS,Mississippi,3,H4MS03041,Dennis C. ,Quinn,,D,5820,
MS,Mississippi,3,H4MS03033,Jim,Liljeberg,,D,2490,
MS,Mississippi,3,n/a,,,Party Votes:,D,16048,
MS,Mississippi,3,H4MS03058,Roger,Gerrard,,IND,,3890
MS,Mississippi,3,H4MS01102,Barbara Dale,Washer,,REF,Unopposed,1541
MS,Mississippi,3,n/a,,,District Votes:,,108980,170946
MS,Mississippi,3,n/a,,,,,,
MS,Mississippi,,n/a,,,,,,
MS,Mississippi,4,H0MS04120,Steven McCarty,Palazzo,,R,54268,108776
MS,Mississippi,4,H4MS04130,Gene,Taylor,,R,46133,
MS,Mississippi,4,H4MS04122,Tom ,Carter,,R,4955,
MS,Mississippi,4,H4MS04098,Tavish C.,Kelly,,R,1129,
MS,Mississippi,4,H2MS04175,Ron ,Vincent,,R,904,
MS,Mississippi,4,n/a,,,Party Votes:,R,107389,
MS,Mississippi,4,H2MS04225,Matt,Moore,,D,6355,37869
MS,Mississippi,4,H4MS04114,Trish,Causey,,D,5063,
MS,Mississippi,4,n/a,,,Party Votes:,D,11418,
MS,Mississippi,4,H2MS04209,Cindy,Burleson,,IND,,3684
MS,Mississippi,4,H4MS04148,Joey,Robinson,,LIB,Unopposed,3473
MS,Mississippi,4,H4MS04155,Eli,Jackson,,REF,Unopposed,917
MS,Mississippi,4,H4MS04106,Ed,Reich,,IND,,857
MS,Mississippi,4,n/a,,,District Votes:,,118807,155576
MS,Mississippi,,n/a,,,,,,
MS,Mississippi,H,n/a,,,Total State Votes:,,342578,626279
MS,Mississippi,,n/a,,,,,,
,,,n/a,,,,,,
MO,Missouri,1,H0MO01066 ,Lacy ,Clay,,D,69650,119315
MO,Missouri,1,n/a,,,Party Votes:,D,69650,
MO,Missouri,1,H4MO01118,Daniel J.,Elder,,R,4196,35273
MO,Missouri,1,H0MO01140,Martin D.,Baker,,R,3659,
MO,Missouri,1,H4MO01126,David,Koehr,,R,2833,
MO,Missouri,1,n/a,,,Party Votes:,R,10688,
MO,Missouri,1,H6MO01246,Robb E.,Cunningham,,LIB,465,8906
MO,Missouri,1,n/a,,,Party Votes:,LIB,465,
MO,Missouri,1,n/a,,,District Votes:,,80803,163494
MO,Missouri,,n/a,,,,,,
MO,Missouri,2,H2MO02102,Ann,Wagner,,R,55322,148191
MO,Missouri,2,n/a,,,Party Votes:,R,55322,
MO,Missouri,2,H0MO02213,Arthur ,Lieber,,D,54557,75384
MO,Missouri,2,n/a,,,Party Votes:,D,54557,
MO,Missouri,2,H2MO02151,Bill,Slantz,,LIB,720,7542
MO,Missouri,2,n/a,,,Party Votes:,LIB,720,
MO,Missouri,2,n/a,,,District Votes:,,110599,231117
MO,Missouri,,n/a,,,,,,
MO,Missouri,3,H8MO09153 ,Blaine,Luetkemeyer,,R,71030,130940
MO,Missouri,3,H4MO03205,John ,Morris,,R,9786,
MO,Missouri,3,H0MO04151,Leonard ,Steinman,,R,8580,
MO,Missouri,3,n/a,,,Party Votes:,R,89396,
MO,Missouri,3,H4MO03171,Courtney ,Denton,,D,15987,52021
MO,Missouri,3,H4MO03189,Velma,Steinman,,D,11988,
MO,Missouri,3,n/a,,,Party Votes:,D,27975,
MO,Missouri,3,H0MO03179,Steven,Hedrick,,LIB,774,8593
MO,Missouri,3,n/a,,,Party Votes:,LIB,774,
MO,Missouri,3,H0MO04151,Harold,Davis,,W,,66
MO,Missouri,3,n/a,,,District Votes:,,118145,191620
MO,Missouri,,n/a,,,,,,
MO,Missouri,4,H0MO04086 ,Vicky ,Hartzler,,R,65404,120014
MO,Missouri,4,H4MO04138,John ,Webb,,R,22131,
MO,Missouri,4,n/a,,,Party Votes:,R,87535,
MO,Missouri,4,H4MO04120,Nate ,Irvin,,D,26831,46464
MO,Missouri,4,n/a,,,Party Votes:,D,26831,
MO,Missouri,4,H2MO04116,Herschel L.,Young,,LIB,567,9793
MO,Missouri,4,H6MO05197,Randall (Randy),Langkraehr,,LIB,503,
MO,Missouri,4,n/a,,,Party Votes:,LIB,1070,
MO,Missouri,4,H0MO04151,Gregory A.,Cowan,,W,,15
MO,Missouri,4,n/a,,,District Votes:,,115436,176286
MO,Missouri,,n/a,,,,,,
MO,Missouri,5,H4MO05234 ,'Emanuel, II',Cleaver,,D,44296,79256
MO,Missouri,5,H4MO05317,Mark S.,Memoly,,D,2988,
MO,Missouri,5,H0MO05083,Charles,Lindsey,,D,2687,
MO,Missouri,5,H4MO00011 ,Eric,Holmes,,D,2584,
MO,Missouri,5,H2MO06210,Bob,Gough,,D,1438,
MO,Missouri,5,n/a,,,Party Votes:,D,53993,
MO,Missouri,5,H6MO05189,Jacob ,Turk,,R,24615,69071
MO,Missouri,5,H4MO05309 ,Bill,Lindsey,,R,5020,
MO,Missouri,5,H2MO05352 ,Michael,Burris,,R,4797,
MO,Missouri,5,H4MO05333,Berton A.,Knox,,R,1453,
MO,Missouri,5,n/a,,,Party Votes:,R,35885,
MO,Missouri,5,H4MO05341 ,Roy,Welborn,,LIB,813,5308
MO,Missouri,5,n/a,,,Party Votes:,LIB,813,
MO,Missouri,5,n/a,,,District Votes:,,90691,153635
MO,Missouri,,n/a,,,,,,
MO,Missouri,6,H0MO06073 ,Sam ,Graves,,R,56789,124616
MO,Missouri,6,H0MO06164,Christopher,Ryan,,R,8745,
MO,Missouri,6,H4MO06091,Kyle,Reid,,R,4364,
MO,Missouri,6,H4MO06067,Brian L.,Tharp,,R,4244,
MO,Missouri,6,n/a,,,Party Votes:,R,74142,
MO,Missouri,6,H2MO06202 ,W.A. (Bill),Hedge,,D,18109,55157
MO,Missouri,6,H4MO06083 ,Edwards Dwayne,Fields,,D,9706,
MO,Missouri,6,H4MO06075 ,Gary Lynn,Crose,,D,7241,
MO,Missouri,6,n/a,,,Party Votes:,D,35056,
MO,Missouri,6,H2MO06228,Russ,Monchil,,LIB,591,7197
MO,Missouri,6,n/a,,,Party Votes:,LIB,591,
MO,Missouri,6,n/a,,,District Votes:,,109789,186970
