STATE ABBREVIATION,STATE,D,FEC ID#,CANDIDATE NAME (First),CANDIDATE NAME (Last),TOTAL VOTES,PARTY,PRIMARY VOTES,GENERAL VOTES 
TX,Texas,3,H2TX03118,Sam,Johnson,,R,31178,113404
TX,Texas,3,H8TX03065,Harry,Pierce,,R,3004,
TX,Texas,3,H4TX03080,Cami,Dean,,R,2435,
TX,Texas,3,H4TX03064,Josh,Loveless,,R,2086,
TX,Texas,3,n/a,,,Party Votes:,R,38703,
TX,Texas,3,H4TX03098,Paul,Blair,,GRE,*,24876
TX,Texas,3,H4TX03072,Cecil Anthony,Ince,,LIB,#,
TX,Texas,3,n/a,,,District Votes:,,38703,138280
TX,Texas,,n/a,,,,,,
TX,Texas,4,H4TX04153,John,Ratcliffe,,R,18917,115085
TX,Texas,4,H0TX04037,Ralph M.,Hall,,R,29848,
TX,Texas,4,H0TX04136,Lou,Gigliotti,,R,10601,
TX,Texas,4,H2TX33016,John,Stacy,,R,2812,
TX,Texas,4,H4TX04138,Brent,Lawson,,R,2290,
TX,Texas,4,H4TX04120,Tony,Arterburn,,R,1252,
TX,Texas,4,n/a,,,Party Votes:,R,65720,
TX,Texas,4,H4TX04146,J. P.,Raley,,LIB,#,
TX,Texas,4,n/a,,,District Votes:,,65720,115085
TX,Texas,,n/a,,,,,,
TX,Texas,5,H2TX05121,Jeb,Hensarling,,R,41634,88998
TX,Texas,5,n/a,,,Party Votes:,R,41634,
TX,Texas,5,H8TX05052,Ken,Ashby,,LIB,*,15264
TX,Texas,5,n/a,,,District Votes:,,41634,104262
TX,Texas,,n/a,,,,,,
TX,Texas,6,H4TX06117,Joe,Barton,,R,32618,92334
TX,Texas,6,H2TX06111,Frank C.,Kuchar,,R,12272,
TX,Texas,6,n/a,,,Party Votes:,R,44890,
TX,Texas,6,H0TX06065,David E.,Cozad,,D,11727,55027
TX,Texas,6,n/a,,,Party Votes:,D,11727,
TX,Texas,6,H2TX06160,Hugh,Chauvin,,LIB,*,3635
TX,Texas,6,n/a,,,District Votes:,,56617,150996
TX,Texas,7,H0TX07055,John,Culberson,,R,31065,90606
TX,Texas,7,n/a,,,Party Votes:,R,31065,
TX,Texas,7,H2TX07036,James,Cargas,,D,4098,49478
TX,Texas,7,H0TX07147,Lissa,Squiers,,D,2491,
TX,Texas,7,n/a,,,Party Votes:,D,6589,
TX,Texas,7,H4TX07073,Gerald,Fowler,,LIB,*,3135
TX,Texas,7,n/a,,,District Votes:,,37654,143219
TX,Texas,,n/a,,,,,,
TX,Texas,8,H6TX08100,Kevin,Brady,,R,42368,125066
TX,Texas,8,H4TX08089,Craig,McMichael,,R,19687,
TX,Texas,8,n/a,,,Party Votes:,R,62055,
TX,Texas,8,H4TX08105,Ken,Petty,,LIB,*,14947
TX,Texas,8,H4TX08097,Russ,Jones,,LIB,,
TX,Texas,8,n/a,,,District Votes:,,62055,140013
TX,Texas,,n/a,,,,,,
TX,Texas,9,H4TX09095,Al,Green,,D,13442,78109
TX,Texas,9,n/a,,,Party Votes:,D,13442,
TX,Texas,9,H4TX09129,Johnny,Johnson,,LIB,*,7894
TX,Texas,9,n/a,,,District Votes:,,13442,86003
TX,Texas,,n/a,,,,,,
TX,Texas,10,H4TX10093,Michael,McCaul,,R,38406,109726
TX,Texas,10,n/a,,,Party Votes:,R,38406,
TX,Texas,10,H2TX10113,Tawana,Walter-Cadien,,D,13915,60243
TX,Texas,10,n/a,,,Party Votes:,D,13915,
TX,Texas,10,H4TX10184,Bill,Kelsey,,LIB,*,6491
TX,Texas,10,n/a,,,District Votes:,,52321,176460
TX,Texas,,n/a,,,,,,
TX,Texas,11,H4TX19136,Mike,Conaway,,R,53272,107939
TX,Texas,11,H2TX11079,Wade,Brown,,R,19010,
TX,Texas,11,n/a,,,Party Votes:,R,72282,
TX,Texas,11,H4TX11034,Ryan T.,Lange,,LIB,*,11635
TX,Texas,11,n/a,,,District Votes:,,72282,119574
TX,Texas,,n/a,,,,,,
TX,Texas,12,H6TX12060,Kay,Granger,,R,39907,113186
TX,Texas,12,n/a,,,Party Votes:,R,39907,
TX,Texas,12,H0TX12147,Mark,Greene,,D,9700,41757
TX,Texas,12,n/a,,,Party Votes:,D,9700,
TX,Texas,12,H4TX12032,Ed,Colliver,,LIB,*,3787
TX,Texas,12,H0TX12212,Matt,Solodow,,LIB,,
TX,Texas,12,n/a,,,District Votes:,,49607,158730
TX,Texas,,n/a,,,,,,
TX,Texas,13,H4TX13014,Mac,Thornberry,,R,45168,110842
TX,Texas,13,H4TX13055,Elaine,Hays,,R,12330,
TX,Texas,13,H2TX13075,Pam,Barlow,,R,8723,
TX,Texas,13,n/a,,,Party Votes:,R,66221,
TX,Texas,13,H4TX13063,Mike,Minter,,D,4842,16822
TX,Texas,13,n/a,,,Party Votes:,D,4842,
TX,Texas,13,H4TX13071,Emily,Pivoda,,LIB,*,2863
TX,Texas,13,H2TX22126,Don,Cook,,GRE,*,924
TX,Texas,13,n/a,,,District Votes:,,71063,131451
TX,Texas,,n/a,,,,,,
TX,Texas,14,H2TX14149,Randy,Weber,,R,34131,90116
TX,Texas,14,n/a,,,Party Votes:,R,34131,
TX,Texas,14,H4TX14079,Donald G.,Brown,,D,9780,52545
TX,Texas,14,H4TX14087,Buck,Willis,,D,3699,
TX,Texas,14,H4TX14095,Gagan,Panjhazari,,D,853,
TX,Texas,14,n/a,,,Party Votes:,D,14332,
TX,Texas,14,H8TX22180,John,Wieder,,LIB,*,3037
TX,Texas,14,n/a,,,District Votes:,,48463,145698
TX,Texas,,n/a,,,,,,
TX,Texas,15,H6TX15055,Rubén,Hinojosa,,D,29916,48708
TX,Texas,15,n/a,,,Party Votes:,D,29916,
TX,Texas,15,H6TX15113,Eddie,Zamora,,R,7810,39016
TX,Texas,15,H4TX15118,Doug,Carlile,,R,6407,
TX,Texas,15,n/a,,,Party Votes:,R,14217,
TX,Texas,15,H2TX15088,Johnny,Partain,,LIB,*,2460
TX,Texas,15,H4TX15126,Lewis,Alexander,,LIB,,
TX,Texas,15,H8TX28203,Ross Lynn,Leone,,LIB,,
TX,Texas,15,n/a,,,District Votes:,,44133,90184
TX,Texas,,n/a,,,,,,
TX,Texas,16,H2TX16185,Beto,'O''Rourke',,D,24728,49338
TX,Texas,16,n/a,,,Party Votes:,D,24728,
TX,Texas,16,H2TX16201,Corey,Roen,,R,6239,21324
TX,Texas,16,n/a,,,Party Votes:,R,6239,
TX,Texas,16,H4TX16082,Jaime O.,Perez,,LIB,*,2443
TX,Texas,16,n/a,,,District Votes:,,30967,73105
TX,Texas,,n/a,,,,,,
TX,Texas,17,H0TX17104,Bill,Flores,,R,32770,85807
TX,Texas,17,n/a,,,Party Votes:,R,32770,
TX,Texas,17,H4TX17098,Nick,Haynes,,D,10141,43049
TX,Texas,17,n/a,,,Party Votes:,D,10141,
TX,Texas,17,H4TX17106,Shawn Michael,Hamilton,,LIB,*,4009
TX,Texas,17,H0TX31022,Bill,Oliver,,LIB,,
TX,Texas,17,n/a,,,District Votes:,,42911,132865
TX,Texas,,n/a,,,,,,
TX,Texas,18,H4TX18054,Sheila,Jackson Lee,,D,14373,76097
TX,Texas,18,n/a,,,Party Votes:,D,14373,
TX,Texas,18,H2TX18140,Sean,Seibert,,R,6527,26249
TX,Texas,18,n/a,,,Party Votes:,R,6527,
TX,Texas,18,H4TX18112,Vince,Duncan,,IND,,2362
TX,Texas,18,H4TX18096,Remington,Alessi,,GRE,*,1302
TX,Texas,18,n/a,,,District Votes:,,20900,106010
TX,Texas,,n/a,,,,,,
TX,Texas,19,H4TX19102,Randy,Neugebauer,,R,39611,90160
TX,Texas,19,H4TX19185,Donald R.,May,,R,14498,
TX,Texas,19,H2TX19064,Chris,Winn,,R,7429,
TX,Texas,19,n/a,,,Party Votes:,R,61538,
TX,Texas,19,H4TX19276,Neal,Marchbanks,,D,6476,21458
TX,Texas,19,n/a,,,Party Votes:,D,6476,
TX,Texas,19,H4TX19235,Richard (Chip),Peterson,,LIB,*,5146
TX,Texas,19,H4TX19292,Donald L.,Vance,,W,,54
TX,Texas,19,n/a,,,District Votes:,,68014,116818
TX,Texas,,n/a,,,,,,
TX,Texas,20,H2TX35011,Joaquin,Castro,,D,16275,66554
TX,Texas,20,n/a,,,Party Votes:,D,16275,
TX,Texas,20,H8TX21125,Jeffrey C.,Blunt,,LIB,*,21410
TX,Texas,20,H8TX28039,Michael (Commander),Idrogo,,LIB,,
TX,Texas,20,n/a,,,District Votes:,,16275,87964
TX,Texas,,n/a,,,,,,
TX,Texas,21,H6TX21012,Lamar,Smith,,R,40441,135660
TX,Texas,21,H4TX21041,Matt,McCall,,R,22681,
TX,Texas,21,H4TX21066,Michael J.,Smith,,R,3796,
TX,Texas,21,n/a,,,Party Votes:,R,66918,
TX,Texas,21,H2TX20062,Antonio,Diaz,,GRE,*,27831
TX,Texas,21,H4TX21090,Ryan,Shields,,LIB,*,25505
TX,Texas,21,H4TX21074,David,Cunningham,,LIB,,
TX,Texas,21,H4TX21082,Mark,Loewe,,LIB,,
TX,Texas,21,n/a,,,District Votes:,,66918,188996
TX,Texas,,n/a,,,,,,
TX,Texas,22,H8TX22107,Pete,Olson,,R,33167,100861
TX,Texas,22,n/a,,,Party Votes:,R,33167,
TX,Texas,22,H4TX22171,Frank,Briscoe,,D,3378,47844
TX,Texas,22,H4TX22163,Mark,Gibson,,D,2973,
TX,Texas,22,n/a,,,Party Votes:,D,6351,
TX,Texas,22,H4TX22189,Rob,Lapham,,LIB,*,2861
TX,Texas,22,n/a,,,District Votes:,,39518,151566
TX,Texas,,n/a,,,,,,
TX,Texas,23,H0TX23086,Will,Hurd,,R,10496,57459
TX,Texas,23,H4TX28046,Francisco "Quico",Canseco,,R,10332,
TX,Texas,23,H0TX23102,Robert,Lowry,,R,4796,
TX,Texas,23,n/a,,,Party Votes:,R,25624,
TX,Texas,23,H2TX23124,Pete P.,Gallego,,D,26484,55037
TX,Texas,23,n/a,,,Party Votes:,D,26484,
TX,Texas,23,H4TX23088,Ruben,Corvalan,,LIB,*,2933
TX,Texas,23,n/a,,,District Votes:,,52108,115429
TX,Texas,,n/a,,,,,,
TX,Texas,24,H4TX24094,Kenny E.,Marchant,,R,34265,93712
TX,Texas,24,n/a,,,Party Votes:,R,34265,
TX,Texas,24,H2TX24114,Patrick,McGehearty,,D,8247,46548
TX,Texas,24,n/a,,,Party Votes:,D,8247,
TX,Texas,24,H4TX24151,Mike,Kolls,,LIB,*,3813
TX,Texas,24,n/a,,,District Votes:,,42512,144073
TX,Texas,,n/a,,,,,,
TX,Texas,25,H2TX33040,Roger,Williams,,R,43030,107120
TX,Texas,25,n/a,,,Party Votes:,R,43030,
TX,Texas,25,H8TX20127,Marco,Montoya,,D,11691,64463
TX,Texas,25,H4TX25166,Stuart,Gourd,,D,3863,
TX,Texas,25,n/a,,,Party Votes:,D,15554,
TX,Texas,25,H4TX25174,John,Betz,,LIB,*,6300
TX,Texas,25,n/a,,,District Votes:,,58584,177883
TX,Texas,,n/a,,,,,,
TX,Texas,26,H2TX26093,Michael,Burgess,,R,33909,116944
TX,Texas,26,H4TX26081,Joel A.,Krause,,R,6433,
TX,Texas,26,H4TX26107,Divenchy,Watrous,,R,698,
TX,Texas,26,n/a,,,Party Votes:,R,41040,
TX,Texas,26,H0TX26105,Mark,Boler,,LIB,*,24526
TX,Texas,26,n/a,,,District Votes:,,41040,141470
TX,Texas,,n/a,,,,,,
TX,Texas,27,H0TX27061,Blake,Farenthold,,R,31727,83342
TX,Texas,27,n/a,,,Party Votes:,R,31727,
TX,Texas,27,H4TX27055,Wesley,Reed,,D,11585,44152
TX,Texas,27,n/a,,,Party Votes:,D,11585,
TX,Texas,27,H4TX27063,Roxanne,Simonson,,LIB,*,3553
TX,Texas,27,n/a,,,District Votes:,,43312,131047
TX,Texas,,n/a,,,,,,
TX,Texas,28,H2TX23082,Henry,Cuellar,,D,36821,62508
TX,Texas,28,n/a,,,Party Votes:,D,36821,
TX,Texas,28,H4TX28079,William,Aikens,,LIB,*,10153
TX,Texas,28,H4TX28061,Michael D.,Cary,,GRE,*,3475
TX,Texas,28,n/a,,,District Votes:,,36821,76136
TX,Texas,,n/a,,,,,,
TX,Texas,29,H2TX29030,Gene,Green,,D,6244,41321
TX,Texas,29,n/a,,,Party Votes:,D,6244,
TX,Texas,29,H2TX29105,James,Stanczak,,LIB,*,4822
TX,Texas,29,n/a,,,District Votes:,,6244,46143
TX,Texas,,n/a,,,,,,
TX,Texas,30,H2TX00015,Eddie Bernice,Johnson,,D,23756,93041
TX,Texas,30,H2TX30079,Barbara Mallory,Caraway,,D,10216,
TX,Texas,30,n/a,,,Party Votes:,D,33972,
TX,Texas,30,H4TX30034,'Max W., III',Koch,,LIB,*,7154
TX,Texas,30,H4TX30059,Eric LeMonte,Williams,,IND,,5598
TX,Texas,30,n/a,,,District Votes:,,33972,105793
TX,Texas,,n/a,,,,,,
TX,Texas,31,H2TX31044,John,Carter,,R,30011,91607
TX,Texas,31,n/a,,,Party Votes:,R,30011,
TX,Texas,31,H4TX31040,Louie,Minor,,D,8036,45715
TX,Texas,31,n/a,,,Party Votes:,D,8036,
TX,Texas,31,H2TX11095,Scott J.,Ballard,,LIB,*,5706
TX,Texas,31,n/a,,,District Votes:,,38047,143028
TX,Texas,,n/a,,,,,,
TX,Texas,32,H2TX03126,Pete,Sessions,,R,28981,96495
TX,Texas,32,H4TX32022,Katrina,Pierson,,R,16574,
TX,Texas,32,n/a,,,Party Votes:,R,45555,
TX,Texas,32,H4TX32030,Frank,Perez,,D,10681,55325
TX,Texas,32,n/a,,,Party Votes:,D,10681,
TX,Texas,32,H2TX30103,Ed,Rankin,,LIB,*,4276
TX,Texas,32,n/a,,,District Votes:,,56236,156096
TX,Texas,,n/a,,,,,,
TX,Texas,33,H2TX33073,Marc,Veasey,,D,13292,43769
TX,Texas,33,H4TX33012,Tom,Sanchez,,D,4798,
TX,Texas,33,n/a,,,Party Votes:,D,18090,
TX,Texas,33,H4TX33020,Jason,Reeves,,LIB,*,6823
TX,Texas,33,n/a,,,District Votes:,,18090,50592
TX,Texas,,n/a,,,,,,
TX,Texas,34,H2TX27190,Filemon B.,Vela,,D,26237,47503
TX,Texas,34,n/a,,,Party Votes:,D,26237,
TX,Texas,34,H4TX34010,Larry S.,Smith,,R,7427,30811
TX,Texas,34,n/a,,,Party Votes:,R,7427,
TX,Texas,34,H8TX22149,Ryan,Rowley,,LIB,*,1563
TX,Texas,34,H0TX15066,Doug (Perla),Purl,,LIB,,
TX,Texas,34,n/a,,,District Votes:,,33664,79877
TX,Texas,,n/a,,,,,,
TX,Texas,35,H4TX10028,Lloyd,Doggett,,D,15399,60124
TX,Texas,35,n/a,,,Party Votes:,D,15399,
TX,Texas,35,H2TX35029,Susan,Narvaiz,,R,9717,32040
TX,Texas,35,n/a,,,Party Votes:,R,9717,
TX,Texas,35,H0TX25107,Cory W.,Bruner,,LIB,*,2767
TX,Texas,35,H4TX35017,Kat,Swift,,GRE,*,1294
TX,Texas,35,n/a,,,District Votes:,,25116,96225
TX,Texas,,n/a,,,,,,
TX,Texas,36,H6TX02079,Brian,Babin,,R,17194,101663
TX,Texas,36,H4TX10085,Ben,Streusand,,R,12024,
TX,Texas,36,H8TX22131,John,Manlove,,R,3556,
TX,Texas,36,H4TX36023,Doug,Centilli,,R,3506,
TX,Texas,36,H4TX36056,Phil,Fitzgerald,,R,3388,
TX,Texas,36,H4TX36064,Robin,Riley,,R,2648,
TX,Texas,36,H4TX36049,Dave,Norman,,R,2325,
TX,Texas,36,H0TX18235,Chuck,Meyer,,R,1574,
TX,Texas,36,H4TX36015,John,Amdur,,R,1470,
TX,Texas,36,H2TX36068,Kim I.,Morrell,,R,1444,
TX,Texas,36,H2TX36035,Jim,Engstrand,,R,1288,
TX,Texas,36,H4TX36031,Pat,Kasprzak,,R,1116,
TX,Texas,36,n/a,,,Party Votes:,R,51533,
TX,Texas,36,H2TX36134,Michael K.,Cole,,D,6507,29543
TX,Texas,36,n/a,,,Party Votes:,D,6507,
TX,Texas,36,H4TX36080,Rodney,Veach,,LIB,*,1951
TX,Texas,36,H4TX36072,Robb,Rourke,,LIB,,
TX,Texas,36,H4TX08055,'Hal J., Jr.',Ridley,,GRE,*,685
TX,Texas,36,n/a,,,District Votes:,,58040,133842
TX,Texas,36,n/a,,,,,,
TX,Texas,H,n/a,,,Total State Votes:,,1588822,4453499
TX,Texas,,n/a,,,,,,
,,,n/a,,,,,,
UT,Utah,1,H2UT01094,Rob,Bishop,,R,*,84231
UT,Utah,1,H4UT01116,David Yu-Lin,Chiu,,R,,
UT,Utah,1,H2UT01235,Donna,McAleer,,D,*,36422
UT,Utah,1,H4UT01090,Peter C.,Clemens,,D,,
UT,Utah,1,H4UT01108,Craig,Bowden,,LIB,*,4847
UT,Utah,1,H4UT01124,Dwayne A.,Vance,,IAP,,4534
UT,Utah,1,n/a,,,District Votes:,,,130034
UT,Utah,,n/a,,,,,,
UT,Utah,2,H2UT02324,Chris,Stewart,,R,*,88915
UT,Utah,2,H4UT03146,Larry,Meyers,,R,,
UT,Utah,2,H4UT02213,Vaughn,Hatton,,R,,
UT,Utah,2,H4UT02205,Zachary A.,Hartman,,R,,
UT,Utah,2,H4UT02197,Luz,Robles,,D,*,47585
UT,Utah,2,H4UT02221,Shaun,McCausland,,CON,*,4509
UT,Utah,2,H2UT03140,Wayne L.,Hill,,IAP,,3328
UT,Utah,2,H4UT02239,Bill,Barron,,UN,,1734
UT,Utah,2,H4UT02247,Warren,Rogers,,W,,117
UT,Utah,2,n/a,,,District Votes:,,,146188
UT,Utah,,n/a,,,,,,
UT,Utah,3,H8UT03089,Jason,Chaffetz,,R,*,102952
UT,Utah,3,H4UT03161,Mark,Hedengren,,R,,
UT,Utah,3,H4UT03179,Robert J.,Stevens,,R,,
UT,Utah,3,H4UT03153,Brian,Wonnacott,,D,*,32059
UT,Utah,3,H4UT03195,Zack,Strong,,IAP,,3192
UT,Utah,3,H4UT03211,Stephen P.,Tryon,,UN,,2584
UT,Utah,3,H4UT03203,Ben J.,Mates,,UN,,1513
UT,Utah,3,H4UT03237,David A.,Else,,W,,280
UT,Utah,3,n/a,,,District Votes:,,,142580
UT,Utah,,n/a,,,,,,
UT,Utah,4,H2UT04023,Mia B.,Love,,R,*,74936
UT,Utah,4,H2UT04049,Bob,Fuehr,,R,,
UT,Utah,4,H4UT04011,Doug,Owens,,D,*,67425
UT,Utah,4,H4UT04029,Bill,Peterson,,D,,
UT,Utah,4,H4UT04052,Tim,Aalders,,IAP,,2032
UT,Utah,4,H4UT04045,Collin Robert,Simonsen,,CON,*,1424
UT,Utah,4,H2UT04056,Jim L.,Vein,,LIB,*,1351
UT,Utah,4,n/a,,,District Votes:,,,147168
UT,Utah,,n/a,,,,,,
UT,Utah,H,n/a,,,Total State Votes:,,,565970
,,,n/a,,,,,,
VT,Vermont,0,H6VT00160,Peter,Welch,,D,19248,123349
VT,Vermont,0,n/a,,Scattered,,W(D),224,
VT,Vermont,0,n/a,,,Party Votes:,D,19472,
VT,Vermont,0,H2VT00110,Mark,Donka,,R,4340,59432
VT,Vermont,0,H4VT00108,Donald,Russell,,R,4026,
VT,Vermont,0,H4VT00090,Donald W.,Nolte,,R,3803,
VT,Vermont,0,n/a,,Scattered,,W(R),719,
VT,Vermont,0,n/a,,,Party Votes:,R,12888,
VT,Vermont,0,H8VT00141,Cris,Ericson,,IND,,2750
VT,Vermont,0,H4VT00116,Matthew,Andrews,,LBU,142,2071
VT,Vermont,0,n/a,,Scattered,,W(LBU),6,
VT,Vermont,0,n/a,,,Party Votes:,LBU,148,
VT,Vermont,0,H6VT00228,Jerry,Trudell,,ENI,,2024
VT,Vermont,0,H4VT00124,Randall,Meyer,,IND,,1685
VT,Vermont,0,n/a,,Scattered,,W(PRO),90,
VT,Vermont,0,n/a,,,Party Votes:,PRO,90,
VT,Vermont,0,n/a,,Scattered,,W,,193
VT,Vermont,0,n/a,,,District Votes:,,32598,191504
VT,Vermont,,n/a,,,,,,
VT,Vermont,H,n/a,,,Total State Votes:,,32598,191504
VT,Vermont,,n/a,,,,,,
,,,n/a,,,,,,
VI,Virgin Islands,0,H2VI00082,Stacey,Plaskett,,D,4866,21224
VI,Virgin Islands,0,H4VI00146,Shawn-Michael,Malone,,D,4134,
VI,Virgin Islands,0,H4VI00138,'Emmett, II',Hansen,,D,750,
VI,Virgin Islands,0,n/a,Stephen,Colbert,,W(D),1,
VI,Virgin Islands,0,H0VI00037,Vince,Danet,,W(D),1,
VI,Virgin Islands,0,n/a,Kermit the,Frog,,W(D),1,
VI,Virgin Islands,0,n/a,Mary,Kilpatrick,,W(D),1,
VI,Virgin Islands,0,n/a,Michael,Sheesley,,W(D),1,
VI,Virgin Islands,0,n/a,Edward,Thomas,,W(D),1,
VI,Virgin Islands,0,n/a,,,Party Votes:,D,9756,
VI,Virgin Islands,0,H0VI00037,Vince,Danet,,R,Unopposed,1964
VI,Virgin Islands,0,n/a,,Scattered,,W,,224
VI,Virgin Islands,0,n/a,,,District Votes:,,9756,23412
VI,Virgin Islands,,n/a,,,,,,
VI,Virgin Islands,H,n/a,,,Total State Votes:,,9756,23412
,,,n/a,,,,,,
VA,Virginia,1,H8VA01147 ,Robert J. "Rob" ,Wittman,,R,13292,131861
VA,Virginia,1,H4VA01062 ,Anthony T.,Riedel,,R,4159,
VA,Virginia,1,n/a,,,Party Votes:,R,17451,
VA,Virginia,1,H4VA01070,Norman G. "Norm,Mosher,,D,**,72059
VA,Virginia,1,H0VA01185,Glenda Gail,Parker,,IGR,,5097
VA,Virginia,1,n/a,,Scattered,,W,,604
VA,Virginia,1,n/a,,,District Votes:,,17451,209621
VA,Virginia,,n/a,,,,,,
VA,Virginia,2,H0VA02084,E. Scott ,Rigell,,R,Unopposed,101558
VA,Virginia,2,H4VA02052,Suzanne D.,Patrick,,D,Unopposed,71178
VA,Virginia,2,n/a,,Scattered,,W,,324
VA,Virginia,2,n/a,,,District Votes:,,,173060
VA,Virginia,,n/a,,,,,,
VA,Virginia,3,H6VA01117 ,Robert C. "Bobby",Scott,,D,Unopposed,139197
VA,Virginia,3,n/a,,Scattered,,W,,8205
VA,Virginia,3,n/a,,,District Votes:,,,147402
VA,Virginia,,n/a,,,,,,
VA,Virginia,4,H2VA04052 ,J. Randy,Forbes,,R,Unopposed,120684
VA,Virginia,4,H4VA04033,Elliott G.,Fausz,,D,**,75270
VA,Virginia,4,H4VA04041,Bo C.,Brown,,LIB,,4427
VA,Virginia,4,n/a,,Scattered,,W,,257
VA,Virginia,4,n/a,,,District Votes:,,,200638
VA,Virginia,,n/a,,,,,,
VA,Virginia,5,H0VA05095,Robert,Hurt,,R,Unopposed,124735
VA,Virginia,5,H4VA05048,W. Lawrence,Gaughan,,D,**,73482
VA,Virginia,5,H4VA05030,Ben,Hudson,,D,,
VA,Virginia,5,H4VA05055,Paul F.,Jones,,LIB,,4298
VA,Virginia,5,H2VA05059,Kenneth J.,Hildebrandt,,IGR,,2209
VA,Virginia,5,n/a,,Scattered,,W,,221
VA,Virginia,5,n/a,,,District Votes:,,,204945
VA,Virginia,,n/a,,,,,,
VA,Virginia,6,H2VA06115,Robert W. "Bob",Goodlatte,,R,Unopposed,133898
VA,Virginia,6,H4VA06020,William M. "Will",Hammer,,LIB,,22161
VA,Virginia,6,H4VA06038,Elaine B.,Hildebrandt,,IGR,,21447
VA,Virginia,6,n/a,,Scattered,,W,,2202
VA,Virginia,6,n/a,,,District Votes:,,,179708
VA,Virginia,,n/a,,,,,,
VA,Virginia,07 - FULL TERM,H4VA07143 ,Dave A.,Brat,,R,36105,148026
VA,Virginia,07 - FULL TERM,H0VA07042,Eric I. ,Cantor,,R,28912,
VA,Virginia,07 - FULL TERM,n/a,,,Party Votes:,R,65017,
VA,Virginia,07 - FULL TERM,H4VA07150,John K. "Jack",Trammell,,D,**,89914
VA,Virginia,07 - FULL TERM,H4VA07168,'James A., Jr.',Carr,,LIB,,5086
VA,Virginia,07 - FULL TERM,n/a,,Scattered,,W,,325
VA,Virginia,07 - FULL TERM,n/a,,,District Votes:,,65017,243351
VA,Virginia,,n/a,,,,,,
VA,Virginia,07 - UNEXPIRED TERM,H4VA07143 ,Dave A.,Brat,,R,#,148841
VA,Virginia,07 - UNEXPIRED TERM,H4VA07150,John K. "Jack",Trammell,,D,#,91236
VA,Virginia,07 - UNEXPIRED TERM,n/a,,Scattered,,W,,1236
VA,Virginia,07 - UNEXPIRED TERM,n/a,,,District Votes:,,,241313
VA,Virginia,,n/a,,,,,,
VA,Virginia,8,H4VA08224 ,'Donald S., Jr.',Beyer,,D,17783,128102
VA,Virginia,8,H4VA08216 ,Patrick A.,Hope,,D,7095,
VA,Virginia,8,H4VA08208,Adam P.,Ebbin,,D,5262,
VA,Virginia,8,H4VA08240,William D. "Bill",Euille,,D,3264,
VA,Virginia,8,H4VA08281 ,Mark H.,Levine,,D,2613,
VA,Virginia,8,H4VA08257,Lavern J.,Chatman,,D,2117,
VA,Virginia,8,H4VA08307 ,Derek S.,Hyra,,D,479,
VA,Virginia,8,H4VA00031 ,Charniele L.,Herring,,D,126,
VA,Virginia,8,H2VA08103 ,Bruce B.,Shuttleworth,,D,85,
VA,Virginia,8,H4VA08323,Satish W.,Korpe,,D,42,
VA,Virginia,8,n/a,,,Party Votes:,D,38866,
VA,Virginia,8,H4VA08182,Micah K.,Edmond,,R,115**,63810
VA,Virginia,8,H4VA08315,Dennis,Bartow,,R,99*,
VA,Virginia,8,H4VA08273,Paul B.,Haring,,R,10*,
VA,Virginia,8,n/a,,,Party Votes:,R,224*,
VA,Virginia,8,H4VA08331,Gwendolyn J. ,Beck,,IND,,5420
VA,Virginia,8,H4VA08265,Jeffrey S.,Carson,,LIB,,4409
VA,Virginia,8,H4VA08349,'Gerard C. "Gerry," III',Blais,,IGR,,963
VA,Virginia,8,n/a,,Scattered,,W,,372
VA,Virginia,8,n/a,,,District Votes:,,39090,203076
VA,Virginia,,n/a,,,,,,
VA,Virginia,9,H0VA09055 ,H. Morgan ,Griffith,,R,Unopposed,117465
VA,Virginia,9,H0VA09113,'William R., Jr.',Carr,,IND,,39412
VA,Virginia,9,n/a,,Scattered,,W,,5938
VA,Virginia,9,n/a,,,District Votes:,,,162815
VA,Virginia,,n/a,,,,,,
VA,Virginia,10,H4VA10089,Barbara J.,Comstock,,R,'7,337**',125914
VA,Virginia,10,H4VA00049,Robert G. "Bob",Marshall,,R,'3,829*',
VA,Virginia,10,H4VA10121,Howard R. "Howie",Lind,,R,'1,108*',
VA,Virginia,10,H4VA10097,Stephen B.,Hollingshead,,R,816*,
VA,Virginia,10,H4VA10113,Rob K.,Wasinger,,R,301*,
VA,Virginia,10,H4VA10139,Mark S.,Savitt,,R,218*,
VA,Virginia,10,n/a,,,Party Votes:,R,'13,609*',
VA,Virginia,10,H4VA10071,John W.,Foust,,D,**,89957
VA,Virginia,10,H0VA10145,William B.,Redpath,,LIB,,3393
VA,Virginia,10,H4VA10147,Brad A.,Eickholt,,IND,,2442
VA,Virginia,10,H4VA10154,Dianne L.,Blais,,IGR,,946
VA,Virginia,10,n/a,,Scattered,,W,,258
VA,Virginia,10,n/a,,,District Votes:,,'13,609*',222910
VA,Virginia,,n/a,,,,,,
VA,Virginia,11,H8VA11062 ,Gerald E. "Gerry",Connolly,,D,Unopposed,106780
VA,Virginia,11,H4VA11087,Suzanne K.,Scholte,,R,**,75796
VA,Virginia,11,H4VA11079,Gerald,Geddes,,R,,
VA,Virginia,11,H4VA11111,Mike,Litzelman,,R,,
VA,Virginia,11,H4VA11103,Marc M.,Harrold,,LIB,,3264
